ID;FR;EN;ZH
CombatE1B3F2;Voilà où tu fais erreur. Tes actions les renforceront, les fragments d'âme que tu leur cèderas les rendront inarrêtables. Et lorsqu'ils amèneront leur enfer ici, et que des âmes innocentes brûleront entre leurs griffes, seras-tu présent pour les défendre comme moi je le suis ? J'en doute. Tu seras ailleurs, insensible au chaos que tu auras amené.;Foolish mistake. Your actions strengthen them, they'll use your soul's fragments to become unstoppable. And when they bring their hellish crusade in our heaven, and innocent souls perish under their claws, will you defend them like I do? I doubt it. You'll be elsewhere, indifferent to the chaos you'll have brought on these lands.;
CombatE1B3F3;Nous pensons tous les deux agir pour ce qui est juste, malgré ce lieu qui altère nos mémoires. Elles s'étiolent, revenant et disparaissant, nous ne sommes plus que des fragments de fragments de qui nous étions. Mais malgré tout, j'espère me souvenir de toi si tu me bats. ;We both are convinced to act for justice, despite this memory-altering place. Our memories wither, coming and disappearing again, and we barely are fragments of fragments of whom we once were. But despise everything, I hope I'll remember you if you vanquish me once more.;
CombatE1B3RJ5;Étrange femme que tu es, pourquoi pleures-tu ton ennemi ? Lorsque je triomphe, c'est le bonheur qui m'habite et aucune larme n'est versée en son nom.;A strange woman you are. Why shed tears for your enemy? When I triumph, happiness inhabits me and no tears are wept in their name.;
CombatE1B3RE2;Tu te bats pour toi-même, là où je manie mon épée pour empêcher leurs flammes d'atteindre ce lieu, pour en être le bouclier de la paix.;You fight for yourself, whereas I wield my sword to prevent their flames from reaching this place, to be its shield of peace. ;
CombatE1B3RJ6;La paix ?! Ici ?! Depuis combien de temps as-tu fermé les yeux sur la réalité de ton paradis ? Des bûchers comme une forêt, de la souffrance criée au ciel et des larmes à peine masquées, c'est ce que tu appelles la paix ? ;Peace? Here?! For how long have you kept your eyes closed from the truth of this place? Pyres like forests, suffering screamed to the sky and barely concealed tears, is that what you dare call peace? ;
CombatE1B3RJ7;Ton énergie serait mieux utilisée à aider les tiens en ces lieux. Si tu tiens tant que ça à eux, m'est avis qu'ils en auraient plus besoin que moi. ;Your energy would be of better use helping your own kind in here. If you care so much for them, I think they'll need it more than me. ;
CombatE1B3RJ8;Et pourquoi ne pas penser à toi, gardienne ? L'éternité à veiller ainsi dans la solitude est bien longue.;And why don't you think about yourself, Guardian? Eternity can be lengthy, when spent on a solitary lookout.;
CombatE1B3F4;Je ne peux que protéger ces lieux des démons. Crois-moi, cette paix est plus qu'enviable au sort de ceux qui rôdent en dessous. Mais je ne peux pas vous protéger de vous-même. Tant que les Homme ne se libérerons pas de leurs vices, il n'y aura nul endroit parfait pour leurs âmes. ;I can only protect this place from the demons. Believe me, this peace is enviable to the destiny of those roaming underground. But I can't protect you from yourself. As long as humankind doesn't free itself from its vices, no place will be a perfect for their souls.;
CombatE1B3F5;Mon choix est fait. Bien que mon troupeau à garder, il est faillible, et je suis son dernier rempart contre les démons du sous-sol. Je ne les laisserai plus envahir nos terres sacrées, tout comme je ne te laisserai pas les renforcer. C'est à cette tâche que je dévoue mon énergie toute entière et mon épée.;My choice is done. Even if my herd is to be protected, it is fallible, and I am the last shield against the underground demons. I won't allow them to invade our sacred lands once more, just as I won't allow you to reinforce them. And to this task, I devote my sword and my entire energy.;
CombatE1B3F6;Ce serait contre ma nature. Je suis une guide, une gardienne, dans la vie comme dans la mort. C'est pourquoi je suis née, et c'est pourquoi je leur pardonne, car ils ne savent pas ce qu'ils font. ;That would be against my nature. For you see, I am a guide, a guardian, in life and death alike. This is why I was conceived, and this is why I forgive them, for they are unaware of what they're doing.;
CombatE1B3RJ9;L'échec fait partie des fardeaux de tout guerrier. Pour finir vainqueur, il faut d'abord avoir fini jeter dans la boue et développer assez de hargne pour mettre à terre son prochain adversaire. Tu es encore trop douce, gardienne. Mais relève-toi, nous avons encore un combat à mener.;Failure is part of every warrior's burden. Every victor has been thrown in the mud and developed enough grit to finally force his next opponent to the ground. You're still too soft, guardian. But stand up, we have another battle to fight.;
CombatE1B3RE3;Ce lieu n'est pas un camp d'entrainement. Ce que tu qualifies de douceur, je l'appelle humanité, une des dernières choses à me rapprocher encore de mon prochain. Tu sembles oublier que nous sommes sur des terres sacrées. ;This place is no training camp. What you call softness, I call humanity, one of the last things that bring me close to my fellows. You seem to be forgetting we stand on sacred lands.;
CombatE1B3RJ10;Elles ne sont sacrées que pour ceux qui croient en ton dieu. Pour moi, ce n'est pas le lieu mais le cycle qui est crucial, la danse éternelle des âmes en quête d'évolution. ;They are only sacred for those who worship your god. To me, it is not the place but the cycle whose importance is crucial, the eternal dance of souls, yearning for evolution. ;
CombatE1B3RJ11;Malgré tout, tu aurais fait un bon soldat. Et je sais ce que tu diras, que tu ne te bats que pour ton dieu et que ton épée est sienne. Mais ta dévotion est admirable, et si un jour nos âmes se recroisent, je me ferais un honneur de te compter dans mes rangs. ;Despite everything, you'd have been a good soldier. And I know what you'll say, you only fight for your god and your sword is his. But your devotion is truly admirable and if one day, our souls meet again, I'd be honoured to count you in my ranks.;
CombatE1B3RJ12;La douceur est un boulet au pied de celui qui la traîne. Rien de bon ne peut en venir, spécialement pas pour un guerrier ou un soldat, qu'importe son allégeance. Mais tu fais au moins un bon défouloir, ta poigne est moins faible que ton coeur. ;Softness is only an encumbrance. Nothing good can come from it, especially not for a warrior or a soldier, no matter whose allegiance he swears an oath to. But at least, you'll be a good warm-up, your grip is firmer than your heart. ;
CombatE1B3F7;Il devient lassant de hurler au blasphème contre des oreilles sourdes. Ton discours est teinté par le malin, et tes yeux aveuglés par ses fausses promesses. Ne les ouvre pas, je m'assurerai que ta fin soit rapide.;It is becoming tiring to yell blasphemy towards deaf ears. Evil taints your discourse and your eyes are blinded by his false promises. Don't open them though, I'll make sure I'll bring you to your end swiftly.;
CombatE1B3F8;Je sens que tes mots sont un compliment, même s'ils sonnent faux à mes oreilles. Je ne pense pas que nous puissions jamais nous comprendre, mais je suis honorée de ton respect à mon égard. Maintenant, en garde, fais honneur au mien. ;I can sense your words form a compliment, even though they do not sound like one. I don't think we'll ever be able to understand each other, but your deference honours me. Now, en garde, be worthy of mine.;
CombatE1B3F9;La brutalité t'obsède. Le Seigneur t'éclaire de sa lumière, mais au lieu d'en accepter la caresse, tu te couvres d'ombre et de fange. Très bien, puisque l'obscurité t'est confortable, je tâcherai de t'y renvoyer.;Brutality is obsessing you. The Lord is shining His light on you, but instead of accepting His caress, you hide in shadows and mire. Very well, if darkness is comfortable to you, I'll send you back to it. ;
CombatE1N7I;Halte là, jeune âme ! Tu sembles bien pressé. Viens, j'ai une chope et une bierre brassée pour toi. Nous avons l'éternité devant nous désormais, apprends à prendre ton temps. ;Halt, young soul! You seem in a hurry. Come, I have a pint of draft beer for you. We have the whole eternity in front of us now, you have to learn to take your time. ;
CombatE1N7RJ1;Je te remercie pour ta bienveillante offre, étranger, mais je crains de ne pas pouvoir rester avec toi. Ma famille et mon destin m'attendent hors de ces lieux, il me tarde de les retrouver.;I thank you for your kind offer, stranger, but I'm afraid I can't stay for long. My family and destiny await for me outside of these cloudy rooms, and I can't wait to reunite with them. ;
CombatE1N7RE1;Hors de ces lieux... Tu veux dire, hors d'ici ? Oh mon bon ami, si tu n'as pas encore trouvé ta famille, c'est qu'elle a été envoyée en enfer... Tu as toute ma sympathie, je suis vraiment désolé pour toi...;Outside of this place... Do you mean outside, outside ? Oh my good friend, if you haven't found your family yet, they must've been sent to hell... You have my sympathy, I am truly sorry for you...;
CombatE1N7RJ2;Bien sûr. On m'a fait comprendre que je dois aller de l'avant, et je ne compte pas passer l'éternité ici. Je ne voudrais pas perdre mon temps ni m'encrouter. ;Of course. It's been made abundantly clear I have to move forward, and I don't intend on spending the whole of eternity here. I don't want to lose my time nor get rusty.;
CombatE1N7F1;(Soupir) Je suis désolé, jeune âme, mais tu me demandes là la seule chose que je ne peux promettre. Qui ici pourrait prétendre être une bonne personne en laissant quelqu'un d'autre se damner ? Je dois t'en empêcher, pour ton propre bien. ;(Sigh) I am sorry, young soul, but you're asking of me the only thing I could not promise. Who can pretend to be a good person by letting someone else damn themselves? I have to prevent you from doing that, for your own good. ;
CombatE1N7RJ3;L'enfer ?! Là où vous envoyez les âmes que vous ne jugez pas dignes ?! Tu oses prétendre que ma fille ne mérite pas d'être aux côtés de son père !? Par mon sang, je vais te faire ravaler tes dents pour avoir dit ça ! Comment avez vous osé, ce n'est qu'une enfant ! ;Hell ?! Where you send the souls you don't deem worthy ?! You dare insinuate my daughter did not deserve to be at her father's side ?! By my name, I will have you choke on your words! How could you do this to her, she's only a child! ;
CombatE1N7F2;Je comprends ta douleur mon ami mais ressaisis toi ! Je ne veux pas avoir à le faire mais je n'hésiterais pas à me défendre ! ;I understand your pain, my friend, but please pull yourself together ! I don't want to, but I won't hesitate to defend myself if need be! ;
CombatE1N7RJ4;Navré, tu as l'air sympathique mais je dois refuser. Avec tout ce qu'ont déjà tenté tes semblables, je ne me sens pas en sécurité ici. Je la connais, la technique du verre empoisonné... ;I am sorry, you seem friendly, but I have to decline. With what your peers have put me through, I don't feel safe here. Besides, I know the spiked drink technique a little too well...;
CombatE1N7RE2;Ah, je vois que tu as croisé les plus... Zêlés de mes frères et soeurs. Ils ne sont pas très tolérants envers les étrangers, malgré les enseignements du Christ. Je m'excuse en leur nom. ;Ah, I see you've already met my most... Zealous brothers and sisters. They're not very welcoming towards strangers, despite the Christ's teachings. I apologize in their name. ;
CombatE1N7RJ5;Pas très tolérants ?! Ils sont tous fous à lier, oui ! Si tu soutiens ces dérangés, tu ne vaux pas mieux qu'eux, et tu périras sur le fil de ma lame ! ;Not very welcoming?! They're all mad, is what they are! If they have your support, it means you're no better than them and you shall die from my blade! ;
CombatE1N7RJ6;"Et tu veux m'amadouer en me faisant croire que tu es différent d'eux ? Tu traines au milieu de ceux que j'ai vu brûler ceux qu'ils appellent ""étrangers"" ! Me crois-tu stupide, penses-tu vraiment que je ne verrais pas ta lame se planter dans mon dos ? Je ne tomberais pas dans ton piège, en garde ! ";"And you think you're coaxing me by pretending you're any different? You hang around with those I've seen burn alive the ""strangers""! Do you think I'm gullible to the point I won't see your knife pierce between my shoulder blades? I won't fall for your trap, en garde! ";
CombatE1N7F3;Nous avons dû mener une guerre ici... Et même quand nous l'avons gagnée, les stigmates n'en sont jamais partis... Et voilà le résultat. Sur les terres du Seigneur, un cycle sans fin de haine et de violence. Eh bien, s'il faut le perpétuer, viens dans ce cas, je t'attends.;We had to wage a war in these lands... And even though we won, the scars never faded... And the result shows. On the Lord's lands, a neverending cycle of hatred and violence. Well, if we have to perpetuate it, come at me, I'm waiting.;
CombatE1N7F4;Un jour... Un jour la paix sera possible ici... Il le faut. Seigneur, donnez-moi la force d'y croire encore...;One day... One day peace will reign in these lands... It has to. Lord, give me the strength to believe once more...;
CombatE1N8I;(Soupir) Encore un ? Très bien, mets toi en rang avec les autres, je m'occuperais de toi aussi. Tu vas visiblement avoir beaucoup à apprendre, mais je pense qu'en 5 ou 6 ans nous aurons fait le tour. ;(Sigh) Another one? Very well, get in line with the others, I'll take care of you too. You'll have a lot to learn, but I think we'll get there in about 5 or 6 years. ;
CombatE1N8RJ1;Apprendre ? Apprendre quoi au juste ? Je sais déjà tout ce dont j'ai besoin, notamment que je veux sortir d'ici. Qu'aurais-tu à m'apprendre de plus ?;Learn? Learn what, exactly? I know everything I need, and especially that I want to get out of here. What more could you bring to me?;
CombatE1N8RE1;Oh, eh bien il faut reprendre ton éducation depuis le début ! Les us et les coutumes de ce lieu, la manière de te comporter, celle de vénérer notre Seigneur, les règles de ce Paradis et ce qui t'attend si tu désobéis. Oh, et puis l'apprentissage et l'étude des textes sacrés, et les rites, et puis les...;Oh, well, we'll have to restart your entire education! The habits and customs of these lands, how you'll act and worship our Lord, the rules of this Paradise and what awaits you if you fail at following them. Oh, and the teaching and study of the sacred scriptures, and the rites and...;
CombatE1N8RJ2;Il suffit! Je ne suis pas un orphelin à dresser comme un chien trouvé au bord de la route. Je suis fier de qui je suis et n'ai certainement pas de temps à perdre avec tes caprices de fanatique. Hors de mon chemin ! ;Stop it! I am no orphan that you could tame like a dog you picked off the streets. I am proud of who I am, and I certainly don't have time to lose to your fanatic tantrums. Get out of my way! ;
CombatE1N8F1;Oh, un récalcitrant ! Vois-tu, petit impertinent, je suis habituée aux difficiles dans ton genre et m'y connais en correction ! Tu verras, tu rentreras dans le droit chemin toi aussi à un moment ou à un autre !;Oh, a rebellious one! You see, little impertinent, I am used to lost causes like you, and I know my way around corrections! You'll get in line any day, one way or another! ;
CombatE1N8RJ3;Garde ton éducation religieuse pour ceux dont c'est la vocation. Je suis sûr que ces enfants sont ravis de rentrer dans ton moule et de croire en ton dieu, mais je me moque de ton apprentissage. Je veux juste quitter cet endroit.;Keep your religious schooling for more devoted souls. I'm sure these kids will be delighted to grow in your mold, and to believe in your god, but I couldn't care less about them. I just want to leave this place. ;
CombatE1N8F2;C'est ainsi que tu traites une occasion de te racheter des péchés que tu as commis sur Terre ?! Très bien, Dieu m'en est témoin, je ne peux pas sauver quelqu'un qui refuse de se sauver lui-même, et si tu ne souhaites pas t'aider toi-même, j'aiderais le Ciel à se débarasser de toi ! ;This is how you treat a redemption from your earthly sins?! Very well, I can't save someone who's not willing to save themselves, and God be my witness, if you can't help yourself, I'll help the Skies to get rid of you! ;
CombatE1N8RJ4;J'ai autre chose à faire que de devenir ton disciple, vieille femme. Mon âme n'est pas perdue et je n'ai pas besoin d'être faussement rassuré par tes déblatérations. Laisse moi passer, j'ai mieux à faire. ;I have better to do than to be your disciple, old woman. My soul isn't lost and I don't need the fake reassurance your ranting could bring. Leave me be, I have better places to be. ;
CombatE1N8RE2;Vieille femme ?! Mais comment oses-tu adresser à moi ainsi ! Le Seigneur t'a gracieusement ouvert les portes de son Paradis, mais cela ne veut pas dire que tout t'y es permis ! Il y a des règles à suivre si tu veux rester, mon fils ! ;Old woman! How dare you adress me in those terms! The Lord opened his Paradise's doors for you, but it doesn't mean you get to do what you want! You have to abide by the rules if you are to stay here, son! ;
CombatE1N8RJ5;Heh, quel heureux hasard, puisque je ne compte pas rester ici. Voyez-vous, je ne suis pas un grand amateur de bougies et vos accoutrements noirs me siéraient bien mal. ;Heh, what a happy coincidence it is that I don't plan on staying here. You see, I'm not a big fan of candles, and your black accoutrements really would not suit me. ;
CombatE1N8RJ6;Des règles dans la mort ? Eh bien, s'il y a une chose que j'ai appris c'est justement qu'elle délivre de tout, y compris des règles. Et tant mieux, d'ailleurs. ;Rules in death? If there's something I learned about death, it's that she frees you from everything, especially rules. Thank the gods for that...;
CombatE1N8F3;Des... bougies ? Ce sont nos Saints qui se sont sacrifiés pour nous fournir une lumière éternelle ! Je ne te laisserais pas les désacraliser ainsi ! Si le Seigneur a été assez généreux pour t'offrir une nouvelle chance, je n'ai pas Sa grâce et te remettrais dans le droit chemin ! ;Candles? These are our Saints, who sacrificed themselves to bring us eternal light! I won't let your foul mouth desacralise their names! Even if the Lord was merciful enough to give you another chance, I don't have His grace and I shall you beat you back in line!;
CombatE1N8F4;Attends un peu et tu verras que beaucoup de choses te suivent dans la mort. Beaucoup plus qu'il n'y parait... Tu ne le sais juste pas encore. Mais après une petite correction, tu seras beaucoup plus disposé à m'écouter. ;Just so you wait, you'll learn soon enough a lot of things follow you in death. A lot more than meets the eye, actually... You just aren't aware of them yet. But I'm sure you'll be more disposed to listen after a little correction! ;
CombatE1N9I;De retour, déjà ? Oh tiens, tu vas pouvoir m'aider, je n'ai pas encore commencé à couper !;Already back ? You can help me then ! I did not start to cut yet ! ;
CombatE1N9RJ1;Couper ? Mais es-tu complètement fou ? Ou as-tu vu quelque chose qui nous dépasse ? C'est ce dieu que tu scandes qui requiert que de telles atrocités soient exécutées en son nom ? ;Cut ? Have you gone mad ? Or have you seen something that is beyond us ? Is it that god that you claim, require you to do such atrocities in his name ?;
CombatE1N9RE1;Justement ! Jusssstement ! Je ne l'ai pas vu ! Même dans la mort, Il ne m'est pas apparu ! Je veux Le voir, j'ai besoin de Lui poser tant de questions ! ;The opposit ! I did not saw Him ! Even in death, He did not appear ! I want to see HIm, I need to ask Him so much questions !;
CombatE1N9RJ2;Eh bien ? Si c'est un dieu, t'attends-tu vraiment à le voir ? Qu'est-ce que ça pourrait bien changer ? ;What is the problem ? If he is a god, did you really thought he would appear before you ? What does it changes ?;
CombatE1N9F1;Mais ne comprends-tu pas que s'Il n'apparaît pas, toutes nos vies n'ont plus de sens ?! Il ne restera que l'horreur d'une existence sans justification qui consumera nos âmes ! Quel homme peut prétendre voir la mort tous les jours sans savoir qu'il y a un grand but derrière tout cela ? Nous devons créer une Idole de notre peur, et nous l'appellerons Dieu ! J'ai trouvé la mienne, laisse moi te montrer !;If he does not appear it mean that life is a sensless horror ! No man can live with death before his eyes and the knowledge that all is nothing !  We must make an idol of our fear ! And that idol we shall call God ! And I have found mine ! Let me show you !;
CombatE1N9RJ3;Mais qu'est-ce que tu veux à la fin ?! Tu es vraiment assez arrogant pour t'imaginer que les dieux vont apparaître pour te parler à toi, un simple mortel ?;What is it that you want ?! Are you really that arrogant to believe that the gods will appear to speak with you, a mere mortal ?;
CombatE1N9F2;Je veux des réponses, j'ai besoin de garanties ! J'ai besoin que Dieu me réponde, qu'Il me révèle enfin Son visage, qu'Il prenne le mien entre Ses mains ! Je pleure pour Lui dans le noir, et il n'y a que l'obscurité pour me répondre ! C'est comme s'il n'y avait rien, et s'il n'y a personne alors j'irais le chercher dans tes entrailles ! ;I want answer, I want guarantee ! I want god to reach out to me, unveil his face, speak to me ! I cry to him in the darkness, but sometimes it is as if there is no one here ! And if there is no one, I will search for him even in your guts !;
CombatE1N9RJ4;Mais comment est-ce que tu peux t'infliger ça ? Même dans la mort, tu continues à  vivre à travers la douleur, pourquoi ? Qu'est-ce que tu aurais à y gagner ?!;How can you inflict that on yourself ? Even in death you continue to live through pain, why ?! What do you gain from it ?!;
CombatE1N9RE2;Ce n'est qu'avec la douleur que nous pouvons créer ici ! S'il n'y a pas de raison ni de solution à la vie, je la créerais de mes propres mains ! ;It is only in pain that we create here ! If there is no reason, nor solution to life, I will create it with my own hand !;
CombatE1N9RJ5;La vie n'est pas un problème à résoudre mais une expérience à ressentir ! Ce n'est qu'en regardant en arrière que tu la comprendras, mais elle doit être vécue vers l'avant, pauvre fou ! ;"Life is not a problem to be solved, but a reality to be experienced !
Life can only be understood backward, but it must be lived forward you fool ! ";
CombatE1N9RJ6;Créer ?! Mais qu'espères-tu créer en te mutilant ainsi, pauvre malade ? ;Create ?! But what do you expect to create by mutilating yourself like that you poor bastard  ?!;
CombatE1N9F3;Et après !? Quand sera la fin ?! Qui veillera sur moi ? Les anges ? Dieu ? Satan ? Rien de tout ça, aucun ne répond ! Le vide, il n'y a que le vide de ce cycle infini ! La vie la mort la vie la mort la vie la mort, ne comprends-tu pas ?! Ce n'est que du vide, et je ne vais pas l'accepter ! ;And then ?! When will it all end ?! Who will look after me then ?! The angel ? God ? Satan ? No ! Emptiness ! Emptiness of this never ending cycle of life and death my lord ! And that I will not accept !;
CombatE1N9F4;Mais regarde donc autour de toi. Regarde-les dans les yeux et tu verras comme leurs esprits ont vu le vide. La réalisation du vide, le fait que nous sommes ici mais qu'il n'y a pas de Dieu ! Nous sommes tous perdus, regarde leurs yeux, leur terreur est la nôtre ! Il ne nous reste plus qu'à créer un sens pour nous ! Meme si ce sens est la peur ! ;Look around you, look at them ! Theyre poor mind made a discovery, emtpiness !  We are helpless, we see what they see, that there is no God here ! And they're terror is our ! We must create a meaning for all of us ! Even if that mean is fear !;
CombatE1N1RJ1RAC;Mène-moi à ton roi.;Take me to this lord of yours. ;
CombatE1N1RJ2RAC;Il n'y a pas de roi dans mon coeur.;There is no lord in my heart.;
CombatE1N1RJ3RAC;"Ton ""roi"" ne m'évoque rien.";These words mean nothing to me.;
CombatE1N1RJ4RAC;Je n'ai aucune envie de me reposer.;I have no interest in rest. ;
CombatE1N1RJ5RAC; Il pue la chair calcinée, ton paradis.;Your hallowed halls reek of burnt flesh.;
CombatE1N1RJ6RAC; Ton enfer ne m'effraie pas, vieil homme.; A little hellfire won't stop me.;
CombatE1N2RJ1RAC;Je me débrouille très bien tout seul.;"There is no ""us"". I work alone.";
CombatE1N2RJ2RAC;" Ton ""maitre"", n'est ni un homme, ni un protecteur.";Your Master is neither man nor protector. ;
CombatE1N2RJ3RAC;Je ne suis pas là pour survivre petite, mais pour avancer.;I'm no tourist or villager. I don't intend to settle here.;
CombatE1N2RJ4RAC;Vous ne m'inspirez aucune confiance.;You don't inspire trust. ;
CombatE1N2RJ5RAC;J'ai déjà une famille où se trouve ma place.;I have a family waiting for me.;
CombatE1N2RJ6RAC;Vous n'êtes pas une famille, juste des esclaves.; You are nothing but slaves. ;
CombatE1N2RJ7RAC;Tu peux venir avec moi, mais pas ton maitre.;If you want to survive, you can follow me. But not him.;
CombatE1N2RJ8RAC;Tu possèdes déjà son esprit, démon…;You demon...You own her spirit already...;
CombatE1N2RJ9RAC;Écarte-toi, gamine !;Stay back, brat!;
CombatE1C1RJ1RAC;Tu aurais dû rester mort, vieillard.;You should have stayed dead, old man.;
CombatE1C1RJ2RAC; Tout le monde le craignait, jusqu'à sa propre famille. ;Everyone feared him, and his own family too.;
CombatE1C1RJ3RAC;Tu me fais de la peine, père.;I pity you, father.;
CombatE1C1RJ4RAC;Tout le monde est une déception pour toi.;Everybody is a disappointment to you.;
CombatE1C1RJ5RAC;Tu parles comme si ma fille n'existait pas.;You speak like my daughter doesn't even exist.;
CombatE1C1RJ6RAC;Même ça, tu voulais le contrôler ?;Even that you wanted to control?;
CombatE1C2RJ1RAC;Tu devrais tenir ta langue.;Shut your mouth.;
CombatE1C2RJ2RAC;Tu n'as pas appris le respect, et tu vas le payer.;No one taught you respect, you will pay for that.;
CombatE1C2RJ3RAC;Même morts, nous ne sommes pas pareils.;Be it in life or in death, we are not the same.;
CombatE1C2RJ4RAC;Ça n'a rien à voir !;We are not the same!;
CombatE1C2RJ5RAC;Cette viande dont tu parles, c'est celle des ennemis.;I cut through enemies that would take the land you live on. ;
CombatE1C2RJ6RAC;Tu oses nous comparer ?!;You dare compare us ?!;
CombatE1B1RJ1RAC;Je vais te demander de me laisser passer.;I will ask of you to let me pass.;
CombatE1B1RJ2RAC;Je suis maitre de mon propre destin.;I am master of my own destiny.;
CombatE1B1RJ3RAC;Je m'en moque, hors de mon chemin !;I couldn't care less, out of my way!;
CombatE1B1RJ4RAC;Ton enfer ne me fait pas peur.;I've been through enough hell when I was alive. ;
CombatE1B1RJ5RAC;Passer ou rester ne concerne que moi !;Why would you be concerned by my passage through these lands? ;
CombatE1B1RJ6RAC;Vous avez osé altérer le domaine des dieux ?;Was your lord too weak and stupid to do it himself?;
CombatE1B1RJ7RAC;Je préfère mourir plutôt que de rester ici.;I would rather die a thousand deaths than rot in immobility in this eery place.;
CombatE1B1RJ8RAC;Peuh ! Mon père n'est pas un dieu faible.;Heh! My father isn't a weakling god.;
CombatE1B1RJ9RAC;Ton dieu ne fait pas partie des miens.;Your god isn't one of mine. ;
CombatE1C3RJ1RAC;... Je ne peux pas faire semblant qu'un ami cher n'est pas mort.;... I can't pretend a dear friend didn't die.;
CombatE1C3RJ2RAC;Sans mon intervention, tu aurais une femme et une famille à l'heure qu'il est...;Without my intervention, you'd have a wife and a family by now...;
CombatE1C3RJ3RAC;Dhruv, tu es mort parce que tu n'étais pas à ta place;Dhruv, you died because you weren't where you belonged;
CombatE1C3RJ4RAC;... Je suppose que je peux essayer;... I suppose I can try.;
CombatE1C3RJ5RAC;Tu crois que tu arriveras à me battre ce coup-ci ?;Do you truly think you can best me this time?;
CombatE1C3RJ6RAC;Je n'aurais jamais cru que tu t'accrocherais autant. ;I'd never have believed you'd end up loving it so much. ;
CombatE1C4RJ1RAC;Ecoute Dhruv, il faut arreter ça.;;
CombatE1C4RJ2RAC;Tu n'es pas fait pour ça. Tu n'a pas ce qu'il faut en toi;;
CombatE1C4RJ3RAC;Je suis désolé Dhruv. Je voulais te faire plaisir, je voulais t'aider. ;;
CombatE1C4RJ4RAC;Combien de temps comptes-tu encore perdre ici ?;;
CombatE1C4RJ5RAC;Nous devons  à tout prix sortir d'ici ! Je te tirerais hors d'ici;;
CombatE1C4RJ6RAC;Tu dois cesser de te perdre et passer à autre chose !;;
Alea1C1RJ1RAC;Quel plaisir de te revoir, Arya.;As always, it is a pleasure to see you, Arya.;
Alea1C1RJ2RAC;Encore à me le reprocher ? ;How much longer can you blame me?;
Alea1C1RJ3RAC;Je sais que tu n'approuves pas ma décision.;I know you disapprove, but sati is a tradition.;
Alea1C1RJ4RAC;C'est donc comme ça que tu t'adresses à ton mari ?;Is this how you talk to your husband? ;
Alea1C1RJ5RAC;Notre tradition et notre histoire l'exigeaient.;We must keep the traditions.;
Alea1C1RJ6RAC;Je la connais, notre fille est forte.;Our daughter is strong and old enough.;
Alea1C2RJ1RAC;Quels torts ?! Quelle souffrance ?!;What I've done?! Your suffering?!;
Alea1C2RJ2RAC;Toi, tu me hurlais d'aller dans une autre pièce.; At best, you barked at me to go sleep in another room.;
Alea1C2RJ3RAC;C'est donc ainsi que tu me vois réellement ?;So this is how you truly see me?;
Alea1C2RJ4RAC;J'ai fait tout ce que j'ai pu pour toi ! ;I did everything I could for you, Arya!;
Alea1C2RJ5RAC;Tu oses prétendre que tu n'as pas vécu dans un palais doré ?;Could you deny living in a golden palace.;
Alea1C2RJ6RAC;... Dans d'autres circonstances, j'aurais peut-être pu faire plus.;... In other circumstances, I could have done better.;
Alea1C2RJ7RAC;J'ai essayé Arya, j'ai sincèrement essayé.;I sincerely tried, Arya.;
Alea1C2RJ8RAC;Je ne voulais pas que tu vives dans la peur de ma mort...; I didn't want you to live in fear of my passing.;
Alea1C2RJ9RAC;C'était pour ne pas condamner un pays au prix de la vie de ma femme ! ;I wasn't going to condemn an entire nation in exchange of my wife!;
Alea1N1RJ1RAC;Eh bah alors, minus ? Tu te rappelles ma promesse ?;Well well, little one? Remember what I promised?;
Alea1N1RJ2RAC;Tu crois que cette lame est un jouet ?! ;You really think my sword is a toy?!;
Alea1N1RJ3RAC;Tu crois que ta stupide notation a une importance pour moi ?;You think you can stop me with this stupid notation?;
Alea1N1RJ4RAC;Qui êtes-vous, toi et ton ami ?;Who are you, you and your friend ?;
Alea1N1RJ5RAC;Quelle est la force qui vous donne ce droit-là ?;What power gives you that right?;
Alea1N1RJ6RAC;Un conseil à me donner pour arriver jusqu'au bout alors ? ;Well then, any piece of wisdom to help me reach the end?;
Alea1N2RJ1RAC; Sommes-nous ici dans le domaine des dieux ?;Is this the gods' divine retreat? ;
Alea1N2RJ2RAC;Les gens ici disent-ils la vérité ?;People here, are they telling the truth?;
Alea1N2RJ3RAC;Est-ce que ma famille m'attend ici ?!;Does that mean my family is waiting for me here?!;
Alea1N2RJ4RAC;J'aurais besoin d'un coup de main.; I am in need of a hand.;
Alea1N2RJ5RAC;Le minus de la dernière fois est ton supérieur ?;Is that little one I saw last time your superior?!;
Alea1N2RJ6RAC;Il n'y a vraiment rien que tu puisses faire pour moi ?;Is there really nothing you can do?;
Alea1C3RJ1RAC;J'avais une invasion à repousser…;I had an Ottoman invasion to repel...;
Alea1C3RJ2RAC;Je vous aimais et vous détestais.;I loved and despised you both.;
Alea1C3RJ3RAC;Je t'aimais, mais…;I loved you, but...;
Alea1C3RJ4RAC;Merci de le remarquer, Arya.;I'm glad you noticed, Arya.;
Alea1C3RJ5RAC;Toujours et encore à exagérer.;As always, exaggerating the facts.;
Alea1C3RJ6RAC;Et pourquoi ne l'as-tu pas fait, Arya ?;Then why didn't you do it, Arya?;
Alea1C4RJ1RAC;Je réalise l'ampleur du prix que j'allais payer pendant 15 ans.;It is only now that I realise the price I'd have to pay for 15 years.;
